abruptly,"adv.突然地"
imitate,"v.模仿,仿效;仿制"
immediate,"adj.立即的;直接的"
immediately,"adv.立即;直接地"
immense,"adj.巨大的;极好的"
immigrant,"n.移民;adj.移民的"
impact,"n.影响,作用;冲击"
impatient,"adj.不耐烦的,急躁的"
implication,"n.含义,暗示,暗指"
imply,"v.暗示,意指"
import,"vt&n.输入,进口"
importance,"n.重要;重要性"
important,"adj.重要的;有势力的"
impose,"v.把…强加;征(税)"
impossible,"adj.不可能的,办不到的"
impress,"v.给…深刻印象"
impression,"n.印;印象;印记"
impressive,"adj.给人印象深刻的"
imprison,"v.关押,监禁;限制"
improve,"v.使更好;v.改善"
improvement,"n.改进,改善;改进处"
in,"prep.在…里ad进,入"
inch,"n.英寸"
incident,"n.发生的事;事件"
incline,"n.斜坡;v.使倾斜"
include,"v.包括,包含"
income,"n.收入;收益;进款"
incorrect,"adj.不正确的,错误的"
increase,"vt&vi&n.增加"
increasingly,"adv.日益,越来越多地"
indeed,"adv.真正地;确实"
indefinite,"adj.不明确的;不定的"
independence,"n.独立,自主,自立"
independent,"adj.独立的;自主的"
index,"n.索引;指数;指标"
India,"n.印度"
Indian,"adj.印度的;n.印度人"
indicate,"v.标示,表示;表明"
indication,"n.指示;表示;表明"
indifferent,"adj.冷漠的;不积极的"
indignant,"adj.愤慨的,义愤的"
indirect,"adj.间接的;不坦率的"
indispensable,"adj.必不可少的,必需的"
individual,"adj.个别的;独特的"
indoors,"adv.在室内,在屋里"
industrial,"adj.工业的;产业的"
industrialize,"v.使工业化"
industry,"n.工业,产业;勤劳"
inefficient,"adj.效率低的,无能的"
inevitable,"adj.不可避免的,必然的"
inexpensive,"adj.花费不多的,廉价的"
infant,"n.婴儿;adj.婴儿的"
infect,"v.传染;感染"
infer,"v.推论,推断;猜想"
inferior,"adj.下等的;劣等的"
infinite,"adj.无限的;无数的"
influence,"n.影响;势力;v.影响"
influential,"adj.有影响的;有权势的"
inform,"v.通知,向…报告"
information,"n.消息,信息;通知"
inhabit,"v.居住于,栖息于"
inhabitant,"n.居民,住户"
inherit,"v.继承(传统等)"
initial,"adj.最初的;词首的"
injection,"n.注射,注入;充满"
injure,"v.伤害,损害,损伤"
injury,"n.损害,伤害;受伤处"
ink,"n.墨水,油墨"
inn,"n.小旅店;小酒店"
inner,"adj.内部的;内心的"
innocent,"adj.清白的,幼稚的"
input,"n.输入;投入的资金"
inquire,"v.打听,询问;调查"
inquiry,"n.询问,打听;调查"
insect,"n.昆虫,虫"
insert,"v.插入;嵌入;登载"
inside,"prep.在…里面;n.内部"
insist,"v.坚持;坚持要求"
inspect,"v.检查,审查;检阅"
inspection,"n.检查,审查;检阅"
inspire,"v.鼓舞;给…以灵感"
install,"v.安装,设置"
installation,"n.安装;装置;设施"
instance,"n.例子,实例,事例"
instant,"n.瞬间;adj.立即的"
instantly,"adv.立即,即刻"
instead,"adv.代替,顶替;反而"
instinct,"n.本能;直觉;生性"
institute,"n.研究所;学院"
institution,"n.协会;制度,习俗"
instruct,"v.教;指示;通知"
instruction,"n.命令;教学;教训"
instrument,"n.仪器;工具;乐器"
insufficient,"adj.不足的;不适当的"
insult,"vt&n.侮辱,凌辱"
insurance,"n.保险;保险费"
insure,"v.给…保险;确保"
intellectual,"n.知识分子;adj.智力的"
intelligence,"n.智力;理解力;情报"
intelligent,"adj.聪明的;理智的"
intend,"vt.想要,打算;意指"
intense,"adj.强烈的;紧张的"
intensity,"n.强烈,剧烈;强度"
intensive,"adj.加强的;精耕细作的"
intention,"n.意图,意向,目的"
intentional,"adj.故意的,有意识的"
interaction,"n.相互作用;干扰"
interest,"n.兴趣;利益;利息"
interesting,"adj.有趣的,引人入胜的"
interfere,"v.干涉,干预;妨碍"
interference,"n.干涉,干预;阻碍"
interior,"adj.内的;内地的n内部"
intermediate,"adj.中间的;中级的"
internal,"adj.内的;国内的"
international,"adj.国际的,世界(性)的"
interpret,"v.解释,说明;口译"
interpretation,"n.解释;口译"
interpreter,"n.译员,口译者"
interrupt,"v.打断,打扰;中止"
interruption,"n.中断,打断;障碍物"
interval,"n.间隔;休息;间距"
interview,"n.接见;会见;面谈"
intimate,"adj.亲密的;个人的"
into,"prep.进,入;进入到"
introduce,"v.介绍;引进,传入"
introduction,"n.介绍;引进;引言"
invade,"v.入侵,侵略;侵袭"
invasion,"n.入侵,侵略;侵犯"
invent,"v.发明,创造;捏造"
invention,"n.发明,创造;捏造"
inventor,"n.发明者;发明家"
invest,"v.投资;投入"
investigate,"vt&vi.调查"
investigation,"n.调查,调查研究"
investment,"n.投资,投资额,投入"
invisible,"adj.看不见的,无形的"
invitation,"n.邀请,招待;请柬"
invite,"v.邀请,聘请;招待"
involve,"v.使卷入;牵涉"
inward,"adj.里面的;adv.向内"
iron,"n.铁;烙铁;v.烫(衣)"
irregular,"adj.不规则的;不整齐的"
island,"n.岛,岛屿"
isolate,"v.使隔离,使孤立"
issue,"n.问题;发行;v.发行"
it,"pron.这,那,它"
Italian,"adj.意大利的n意大利人"
item,"n.条,条款;一条"
its,"pron.它的"
itself,"pron.它自己;自身"
jacket,"n.短上衣,茄克衫"
jail,"n.监狱;v.监禁"
jam,"n.果酱"
January,"n.一月"
Japan,"n.日本,日本国"
Japanese,"adj.日本的;n.日本人"
jar,"n.罐子,坛子,广口瓶"
jaw,"n.颌,颚"
jazz,"n.爵士音乐,爵士舞曲"
jealous,"adj.妒忌的;猜疑的"
jet,"n.喷气式飞机;喷嘴"
jewel,"n.宝石;宝石饰物"
jewish,"adj.犹太人的"
job,"n.职业;工作;零活"
join,"v.参加;连接"
joint,"n.接头,接缝;关节"
joke,"n.笑话;v.说笑话"
jolly,"adj.快活的;令人高兴的"
journal,"n.日报,杂志;日志"
journalist,"n.记者,新闻工作者"
journey,"n.旅行,旅程;n.旅行"
joy,"n.欢乐,喜悦;乐事"
joyful,"adj.十分喜悦的,快乐的"
judge,"n.法官;裁判员"
judgement,"n.意见;审判;判断"
juice,"n.(水果等)汁,液"
July,"n.七月"
jump,"v.跳;暴涨;v.跳过"
June,"n.六月"
jungle,"n.丛林,密林,莽丛"
junior,"adj.年少的;n.晚辈"
jury,"n.陪审团;评奖团"
just,"adv.刚才;只是;正好"
justice,"n.正义,公正;司法"
justify,"vt.证明…是正当的"
keen,"adj.热心的;激烈的"
keep,"v.保持;坚持"
keeper,"n.看护人;饲养员"
kettle,"n.水壶,水锅"
key,"n.钥匙;键;答案"
keyboard,"n.键盘"
kick,"vi&vt&n.踢"
kid,"n.小孩,儿童,少年"
kill,"v.杀死;扼杀;消磨"
kilogram,"n.千克,公斤"
kilometre,"n.千米,公里"
kind,"n.种类"
kindness,"n.仁慈,好意"
king,"n.国王,君主"
kingdom,"n.王国;领域,界"
kiss,"v.吻;v.接吻;n.吻"
kitchen,"n.厨房,灶间"
kite,"n.风筝"
knee,"n.膝,膝盖,膝关节"
kneel,"v.跪,跪下,跪着"
knife,"n.小刀,刀,餐刀"
knit,"v.把…编结;v.编织"
knob,"n.门把,拉手;旋纽"
knock,"vi&vt&n.敲,击,打"
knot,"n.(绳的)结,(树的)节"
know,"v.知道;认识;通晓"
knowledge,"n.知识,学识;知道"
lab,"n.实验室,研究室"
label,"n.标签;标记,符号"
laboratory,"n.实验室,研究室"
labour,"n.劳动;工作;劳工"
lace,"n.鞋带,系带;花边"
lack,"vi&vi&n.缺乏,不足"
ladder,"n.梯子,梯状物"
lady,"n.女士,夫人;贵妇人"
lag,"v.走得慢;n.落后"
lake,"n.湖"
lamb,"n.羔羊,小羊;羔羊肉"
lame,"adj.跛的;瘸的,残废的"
lamp,"n.灯"
land,"n.陆地;土地;v.上岸"
landing,"n.上岸,登陆,着陆"
landlady,"n.女房东;女地主"
landlord,"n.地主;房东,店主"
lane,"n.(乡间)小路;跑道"
language,"n.语言,语言课程"
lantern,"n.提灯,灯笼"
lap,"n.膝部;一圈"
large,"adj.大的;巨大的"
largely,"adv.大部分;大量地"
laser,"n.激光"
last,"adj.最后的;adv.最后"
late,"adj.迟的;adv.迟,晚"
lately,"adv.最近,不久前"
later,"adv.后来;过一会儿"
Latin,"adj.拉丁的;n.拉丁语"
latter,"adj.(两者中)后者的"
laugh,"v.笑,发笑;n.笑"
laughter,"n.笑,笑声"
launch,"v.发射,投射;发动"
laundry,"n.洗衣房,洗衣店"
lavatory,"n.盥洗室,厕所"
law,"n.法律,法令;法则"
lawn,"n.草地,草坪,草场"
lawyer,"n.律师;法学家"
lay,"v.置放;铺设;设置"
layer,"n.层,层次;铺设者"
layout,"n.布局,安排,设计"
lazy,"adj.懒惰的,懒散的"
lead,"n.铅,铅制品"
leader,"n.领袖,领导人;首领"
leadership,"n.领导"
leading,"adj.指导的;最主要的"
leaf,"n.叶,叶子"
league,"n.同盟,联盟;联合会"
leak,"v.漏;泄露;n.漏洞"
lean,"v.倾斜,屈身;靠"
leap,"v.跳,跃;n.跳跃"
learn,"vi&vt.学,学习"
learned,"adj.有学问的;学术上的"
learning,"n.学习;学问,知识"
least,"adj.最少的;adv.最少"
leather,"n.皮革;皮革制品"
leave,"v.离去;v.离开"
lecture,"n&vi.演讲,讲课"
left,"adj.左边的;adv.在左边"
leg,"n.腿,腿部"
legal,"adj.法律的;合法的"
legend,"n.传说,传奇"
leisure,"n.空闲时间;悠闲"
lemon,"n.柠檬,柠檬树"
lend,"v.把…借给,贷(款)"
length,"n.长,长度;一段"
lens,"n.透镜,镜片;镜头"
less,"adj.更少的;adv.更少地"
lessen,"v.减少,减轻;缩小"
lesson,"n.功课,课;课程"
lest,"conj.惟恐,以免"
let,"v.允许,让;使"
letter,"n.信;证书;字母"
level,"n.水平面;adj.水平的"
lever,"n.杆,杠杆;控制杆"
liable,"adj.易于…的;可能的"
liar,"n.说谎的人"
liberal,"adj.心胸宽大的;慷慨的"
liberate,"v.解放;释放"
liberation,"n.解放"
liberty,"n.自由;释放;许可"
librarian,"n.图书馆馆长"
library,"n.图书馆;藏书"
license,"n.许可;执照;v.准许"
lick,"v.舔;舔吃"
lid,"n.盖子,盖,囊盖"
lie,"v.躺,平放;位于"
lieutenant,"n.陆军中尉;副职官员"
life,"n.生命;一生;寿命"
lifetime,"n.一生,终身"
lift,"v.提起,提高;n.电梯"
light,"adj.轻的,少量的"
lighten,"v.照亮,使明亮"
lightly,"adv.轻轻地,轻松地"
lightning,"n.闪电,闪电放电"
like,"v.喜欢;喜爱;希望"
likely,"adj.可能的;adv.很可能"
likewise,"adv.同样地;也,又"
limb,"n.肢,臂,翼;树枝"
lime,"n.石灰"
limit,"n.限度;限制;范围"
limitation,"n.限制;限度,局限"
limited,"adj.有限的"
line,"n.线;排;路线;线条"
linen,"n.亚麻布;亚麻织物"
liner,"n.班船,班机"
link,"v.有环连接;n.环"
lion,"n.狮子;勇猛的人"
lip,"n.嘴唇"
liquid,"n.液体;adj.液体的"
liquor,"n.酒;溶液,液剂"
list,"n.表,目录;n.列举"
listen,"v.听,留神听;听从"
listener,"n.听者,听众之一"
liter,"n.升(容量单位)"
literary,"adj.文学(上)的"
literature,"n.文学;文献"
little,"adj.小的;少;幼小的"
live,"v.居住;活;adj.活的"
lively,"adj.活泼的;逼真的"
liver,"n.肝;肝脏"
living,"adj.活的;n.生活,生计"
load,"v.装;装满;n.负载"
loaf,"n.一条面包,一个面包"
loan,"n.贷款;暂借;vt.借出"
local,"adj.地方的;局部的"
locate,"v.探明,找出,查出"
location,"n.位置,场所"
lock,"n.锁;v.锁上,锁住"
locomotive,"n.火车头,机车"
lodge,"v.暂住,借宿,投宿"
log,"n.原木,木料"
logic,"n.逻辑,推理;逻辑性"
logical,"adj.逻辑的;符合逻辑的"
lonely,"adj.孤独的;荒凉的"
long,"v.渴望,极想念"
look,"v.看,显得;n.看"
loop,"n.圈,环,环孔"
loose,"adj.松的;宽松的"
loosen,"v.解开;使松驰"
lord,"n.贵族;上帝"
lorry,"n.运货汽车,卡车"
lose,"v.失去;迷失;输掉"
loss,"n.遗失;损失;失败"
lot,"n.许多,大量;签,阄"
loud,"adj.响亮的;吵闹的"
loudspeaker,"n.扬声器,喇叭"
love,"v.爱,喜欢;n.爱"
lovely,"adj.可爱的;令人愉快的"
lover,"n.爱好者;情人;情侣"
low,"adj.低的,矮的;低下的"
lower,"adj.较低的;v.放下"
loyal,"adj.忠诚的,忠心的"
loyalty,"n.忠诚,忠心"
luck,"n.运气;好运,幸运"
lucky,"adj.幸运的;吉祥的"
luggage,"n.行李;皮箱,皮包"
lumber,"n.木材;木料;制材"
lump,"n.团,块;肿块"
lunch,"n.午餐,(美)便餐"
lung,"n.肺脏,肺"
luxury,"n.奢侈,奢华;奢侈品"
machine,"n.机器;机械"
mad,"adj.发疯的;恼火的"
madam,"n.夫人,女士,太太"
magazine,"n.杂志,期刊"
magic,"n.魔法,巫术;戏法"
magnet,"n.磁铁,磁石,磁体"
magnetic,"adj.磁的,有吸引力的"
magnificent,"n.壮丽的;华丽的"
maid,"n.女佣,女仆;少女"
mail,"n.邮件;v.邮寄"
main,"adj.主要的,最重要的"
mainland,"n.大陆"
mainly,"adv.主要地,大体上"
maintain,"v.维持;赡养;维修"
maintenance,"n.维持,保持;维修"
major,"adj.较大的;n.专业"
majority,"n.多数,大多数"
make,"v.使;做,制造"
male,"adj.男的,雄的;n.男子"
man,"n.男人;人;人类"
manage,"v.管理;设法;对付"
management,"n.管理;经营,处理"
manager,"n.经理,管理人"
mankind,"n.人类"
manly,"adj.男子气概的,果断的"
manner,"n.方式;态度;礼貌"
manual,"adj.体力的;n.手册"
manufacture,"v.制造;n.制造;产品"
manufacturer,"n.制造商;制造厂"
many,"adj.许多的;pron.许多人"
map,"n.地图;图;天体图"
marble,"n.大理石"
March,"n.三月"
margin,"n.页边的空白;边缘"
marine,"adj.海的;海上的"
mark,"n.斑点;记号;v.标明"
market,"n.市场;集市;销路"
marriage,"n.结婚,婚姻;婚礼"
married,"adj.已婚的;婚姻的"
marry,"v.娶,嫁;v.结婚"
marvellous,"adj.奇迹般的;了不起的"
Marxism,"n.马克思主义"
Marxist,"adj.马克思主义的"
mask,"n.面具;伪装;v.掩饰"
mass,"n.众多;团;群众"
master,"n.主人;能手;硕士"
masterpiece,"n.杰作,名著"
mat,"n.席子;草席;垫子"
match,"n.比赛,竞赛;对手"
mate,"n.伙伴,同事;配偶"
material,"n.材料;素材a物质的"
materialism,"n.唯物主义"
mathematical,"adj.数学的,数学上的"
mathematics,"n.数学"
maths,"n.(英)数学"
matter,"n.事情;物质;v.要紧"
mature,"adj.成熟的;v.使成熟"
maximum,"n.最大量;adj.最大的"
may,"v.aux可能;可以,祝"
maybe,"adv.大概,或许;也许"
mayor,"n.市长"
me,"pron.(宾格)我"
meadow,"n.草地,牧草地"
meal,"n.膳食,一餐"
mean,"v.作…解释;意指"
meaning,"n.意义,意思;意图"
means,"n.方法,手段,工具"
meantime,"n.其时,其间;adv.当时"
meanwhile,"adv.同时,当时"
measurable,"adj.可测量的"
measure,"v.量,测量;n.分量"
measurement,"n.衡量,测量;尺寸"
meat,"n.肉"
mechanic,"n.技工,机械,机修工"
mechanical,"adj.机械的;力学的"
mechanically,"adv.机械地"
mechanics,"n.力学;技术性细节"
medal,"n.奖章,勋章,纪念章"
medical,"adj.医学的;内科的"
medicine,"n.内服药;医学"
Mediterranean,"n.地中海;adj.地中海的"
medium,"n.媒质;中间a中等的"
meet,"v.遇见;v.相遇"
meeting,"n.聚集,会合,会见"
melon,"n.瓜,甜瓜"
melt,"vi.融化;vt.使融化"
member,"n.成员,会员"
memorial,"adj.纪念的;记忆的"
memory,"n.记忆;回忆;存储"
mend,"v.修理,修补,缝补"
mental,"adj.智力的;精神的"
mention,"vt&n.提及,说起"
menu,"n.菜单;饭菜,菜肴"
merchant,"n.商人;零售商"
mercury,"n.水银,汞"
mercy,"n.仁慈,慈悲,恩惠"
mere,"adj.仅仅的;纯粹的"
merely,"adv.仅仅,只不过"
merit,"n.长处,优点;功过"
merry,"adj.欢乐的,愉快的"
mess,"n.混乱,混杂,肮脏"
message,"n.信息,消息;启示"
messenger,"n.送信者,信使"
metal,"n.金属,金属制品"
meter,"n.计量器,计,表"
method,"n.方法,办法;教学法"
metre,"n.米,公尺"
metric,"adj.公制的,米制的"
microcomputer,"n.微型计算机,微机"
microphone,"n.话筒,麦克风"
microscope,"n.显微镜"
midday,"n.正午,中午"
middle,"n.中部;adj.中部的"
midnight,"n.午夜,子夜,夜半"
midst,"n.中部,中间,当中"
might,"v.aux可能,会,也许"
mild,"adj.和缓的;温柔的"
mile,"n.英里"
military,"adj.军事的;军人的"
milk,"n.乳,牛奶;v.挤(奶)"
mill,"n.磨坊;制造厂"
millimetre,"n.毫米"
million,"num.百万;n.许多"
mind,"n.头脑;理智;记忆"
mine,"pron.我的"
miner,"n.矿工"
mineral,"n.矿物;adj.矿物的"
minimum,"n.最小量;adj.最小的"
minister,"n.部长,大臣;公使"
ministry,"n.(政府的)部"
minor,"adj.较小的;较次要的"
minority,"n.少数;少数民族"
minus,"adj.负的;prep.减(去)"
minute,"n.分,分钟;一会儿"
miracle,"n.奇迹,令人惊奇的人"
mirror,"n.镜子;v.反映,反射"
miserable,"adj.痛苦的,悲惨的"
mislead,"v.使误入岐途"
miss,"n.小姐"
missile,"n.发射物;导弹"
missing,"adj.缺掉的,失去的"
mission,"n.使命,任务;使团"
mist,"n.薄雾"
mistake,"n.错误;v.误解,弄错"
Mister,"n.先生"
mistress,"n.女主人;夫人"
misunderstand,"v.误解,误会,曲解"
mix,"v.使混合,混淆"
mixture,"n.混合;混合物"
moan,"n.呻吟声;v.呻吟"
mobile,"adj.运动的;流动的"
mode,"n.方式,样式"
model,"n.模型;模式;模特儿"
moderate,"adj.温和的;有节制的"
modern,"adj.现代的,近代的"
modest,"adj.有节制的;谦虚的"
modify,"v.更改,修改;修饰"
moist,"adj.湿润的;多雨的"
moisture,"n.潮湿,湿气;温度"
molecule,"n.分子,克分子"
moment,"n.片刻,瞬间,时刻"
Monday,"n.星期一"
money,"n.货币;金钱,财富"
monitor,"n.班长;监视器"
monkey,"n.猴子,猿"
month,"n.月,月份"
monthly,"adj.每月的;adv.每月"
monument,"n.纪念碑;纪念馆"
mood,"n.心情,情绪;语气"
moon,"n.月球,月亮;卫星"
moral,"adj.道德的;合乎道德的"
more,"adj.更多的;adv.更"
moreover,"adv.再者,加之,此外"
morning,"n.早晨,上午"
mortal,"adj.终有一死的;致死的"
mosquito,"n.蚊子"
most,"adj.最多的;adv.最,很"
mostly,"adv.主要的,大部分"
mother,"n.母亲,妈妈"
motion,"n.运动;手势;提议"
motivate,"v.促动;激励,激发"
motive,"n.动机,目的"
motor,"n.发动机;机动车"
mould,"n.模子,模型;v.浇铸"
mount,"v.登上,爬上;n.…山"
mountain,"n.山,山岳;山脉"
mourn,"v.哀痛,哀悼"
mouse,"n.鼠,耗子"
mouth,"n.嘴,口,口腔"
mouthful,"n.满口,一口,少量"
move,"v.移动;感动;n.动"
movement,"n.动作,活动;移动"
movie,"n.电影;电影院"
much,"adv.非常,很;adj.许多的"
mud,"n.软泥,泥浆"
muddy,"adj.多泥的,泥泞的"
mug,"n.大杯"
multiple,"adj.复合的;并联的"
multiply,"v.使增加;乘"
murder,"n&vi.谋杀,凶杀"
murderer,"n.杀人犯,凶手"
muscle,"n.肌肉,肌;体力"
museum,"n.博物馆;展览馆"
mushroom,"n.蘑菇,菌类植物"
music,"n.音乐,乐曲,乐谱"
musical,"adj.音乐的;和谐的"
musician,"n.音乐家;作曲家"
must,"v.aux必须;必然要"
mute,"adj.缄默的;n.哑巴"
mutter,"v.轻声低语;抱怨"
mutton,"n.羊肉"
mutual,"adj.相互的;共同的"
my,"pron.我的"
myself,"pron.我自己;我亲自"
mysterious,"adj.神秘的;难以理解的"
mystery,"n.神秘;神秘的事物"
nail,"n.钉;指甲;v.钉"
naked,"adj.裸体的;无遮敝的"
name,"n.名字;名誉;v.说出"
namely,"adv.即,也就是"
nap,"n.小睡,打盹,瞌睡"
narrow,"adj.狭的,狭窄的"
nasty,"adj.龌龊的;淫猥的"
nation,"n.民族;国家"
national,"adj.民族的;国家的"
nationality,"n.国籍;民族,族"
native,"adj.本土的;n.本地人"
natural,"adj.自然界的;天然的"
naturally,"adv.自然地;天然地"
nature,"n.大自然;本性;性质"
naughty,"adj.顽皮的,淘气的"
naval,"adj.海军的,军舰的"
navigation,"n.航行;航海术;导航"
navy,"n.海军"
near,"adv.近,接近;adj.近的"
nearby,"adj.附近的;adv.在附近"
nearly,"adv.差不多;密切地"
neat,"adj.整洁的;熟练的"
necessarily,"adv.必然,必定"
necessary,"adj.必要的;必然的"
necessity,"n.必要性;必然性"
neck,"n.颈,脖子"
necklace,"n.项链,项圈"
need,"v.需要;v.aux需要"
needle,"n.针,缝补,编织针"
needless,"adj.不需要的"
negative,"adj.否定的;消极的"
neglect,"v.忽视,忽略;疏忽"
Negro,"n.黑人"
neighbour,"n.邻居,邻国,邻人"
neighbourhood,"n.邻居关系;邻近"
neither,"adj.(两者)都不的"
nephew,"n.侄子,外甥"
nerve,"n.神经;勇敢,胆量"
nervous,"adj.神经的;易激动的"
nest,"n.巢,窝,穴"
net,"n.网,网状物;通信网"
network,"n.网状物;网络"
neutral,"adj.中立的;中性的"
never,"adv.永不,决不;不"
nevertheless,"conj.然而;adv.仍然"
new,"adj.新的;新近出现的"
newly,"adv.新近,最近"
news,"n.新闻,消息"
newspaper,"n.报纸,报"
next,"adj.紧接的;贴近的"
nice,"adj.美好的,令人愉快的"
niece,"n.侄女,外甥女"
night,"n.夜,夜间"
nine,"num.九,九个"
nineteen,"num.十九,十九个"
ninety,"num.九十,九十个"
ninth,"num.第九;九分之一"
nitrogen,"n.氮"
no,"adv.不;并不;adj.没有"
